year,sunspot
1878.538,0.2
1878.623,0.0
1878.707,8.8
1878.790,1.9
1878.874,6.8
1878.958,0.9
1879.042,1.6
1879.123,0.9
1879.204,0.0
1879.288,10.4
1879.371,4.0
1879.455,8.0
1879.538,12.6
1879.623,17.9
1879.707,10.1
1879.790,20.4
1879.874,21.9
1879.958,12.2
1880.042,40.1
1880.124,45.4
1880.206,32.1
1880.290,32.4
1880.373,39.1
1880.456,56.9
1880.540,36.5
1880.624,80.3
1880.708,110.1
1880.791,71.7
1880.874,51.1
1880.958,49.4
1881.042,60.6
1881.123,88.6
1881.204,85.8
1881.288,86.1
1881.371,72.5
1881.455,100.8
1881.538,128.2
1881.623,97.3
1881.707,88.6
1881.790,107.3
1881.874,91.5
1881.958,78.8
1882.042,75.0
1882.123,115.9
1882.204,111.5
1882.288,159.6
1882.371,106.9
1882.455,75.4
1882.538,75.7
1882.623,67.5
1882.707,96.1
1882.790,98.6
1882.874,140.6
1882.958,69.7
1883.042,101.0
1883.123,78.2
1883.204,71.3
1883.288,136.8
1883.371,52.5
1883.455,127.2
1883.538,134.4
1883.623,76.6
1883.707,87.8
1883.790,139.6
1883.874,140.8
1883.958,126.5
1884.042,152.6
1884.124,144.8
1884.206,145.8
1884.290,126.9
1884.373,110.9
1884.456,85.3
1884.540,88.5
1884.624,93.1
1884.708,103.1
1884.791,79.6
1884.874,60.9
1884.958,78.6
1885.042,71.4
1885.123,119.7
1885.204,82.9
1885.288,91.7
1885.371,121.6
1885.455,139.5
1885.538,110.9
1885.623,83.5
1885.707,66.0
1885.790,64.5
1885.874,51.6
1885.958,36.3
1886.042,49.8
1886.123,43.2
1886.204,95.5
1886.288,72.9
1886.371,51.2
1886.455,45.3
1886.538,50.4
1886.623,28.1
1886.707,35.7
1886.790,14.4
1886.874,0.6
1886.958,21.7
1887.042,17.0
1887.123,22.0
1887.204,7.1
1887.288,11.6
1887.371,33.4
1887.455,26.1
1887.538,38.9
1887.623,35.7
1887.707,12.4
1887.790,11.0
1887.874,11.5
1887.958,34.5
1888.042,21.2
1888.124,11.8
1888.206,13.1
1888.290,8.5
1888.373,11.7
1888.456,11.8
1888.540,5.0
1888.624,4.6
1888.708,14.6
1888.791,3.4
1888.874,17.9
1888.958,11.1
1889.042,1.3
1889.123,14.2
1889.204,11.1
1889.288,7.3
1889.371,4.0
1889.455,10.8
1889.538,15.8
1889.623,34.3
1889.707,10.9
1889.790,3.4
1889.874,0.3
1889.958,11.2
1890.042,8.8
1890.123,1.1
1890.204,8.5
1890.288,2.7
1890.371,7.9
1890.455,2.2
1890.538,19.3
1890.623,14.2
1890.707,28.6
1890.790,18.6
1890.874,15.9
1890.958,13.1
1891.042,22.5
1891.123,36.9
1891.204,17.2
1891.288,34.2
1891.371,68.5
1891.455,80.4
1891.538,98.0
1891.623,55.1
1891.707,89.7
1891.790,86.0
1891.874,69.8
1891.958,54.3
1892.042,115.2
1892.124,126.1
1892.206,83.3
1892.290,116.0
1892.373,132.7
1892.456,127.3
1892.540,127.6
1892.624,169.0
1892.708,104.7
1892.791,117.5
1892.874,108.9
1892.958,131.0
1893.042,125.0
1893.123,121.6
1893.204,109.5
1893.288,146.8
1893.371,141.3
1893.455,149.8
1893.538,147.6
1893.623,215.4
1893.707,129.9
1893.790,133.3
1893.874,125.2
1893.958,156.4
1894.042,138.6
1894.123,141.0
1894.204,87.1
1894.288,136.0
1894.371,168.7
1894.455,164.8
1894.538,176.7
1894.623,117.1
1894.707,110.0
1894.790,125.7
1894.874,94.3
1894.958,100.1
1895.042,105.4
1895.123,112.0
1895.204,101.6
1895.288,128.2
1895.371,112.5
1895.455,119.1
1895.538,79.7
1895.623,114.9
1895.707,96.1
1895.790,113.2
1895.874,78.6
1895.958,117.9
1896.042,48.4
1896.124,95.7
1896.206,86.5
1896.290,73.0
1896.373,46.1
1896.456,81.7
1896.540,75.2
1896.624,45.4
1896.708,102.2
1896.791,47.9
1896.874,63.3
1896.958,71.0
1897.042,67.6
1897.123,49.0
1897.204,48.7
1897.288,51.7
1897.371,33.3
1897.455,18.9
1897.538,46.1
1897.623,36.4
1897.707,80.4
1897.790,23.9
1897.874,14.0
1897.958,55.5
1898.042,50.4
1898.123,60.7
1898.204,63.9
1898.288,24.2
1898.371,43.0
1898.455,37.1
1898.538,15.0
1898.623,52.3
1898.707,58.1
1898.790,57.1
1898.874,51.6
1898.958,21.1
1899.042,32.4
1899.123,15.3
1899.204,30.3
1899.288,23.6
1899.371,12.9
1899.455,34.1
1899.538,22.5
1899.623,4.9
1899.707,14.0
1899.790,21.7
1899.874,13.0
1899.958,17.6
1900.042,15.7
1900.123,22.8
1900.204,14.4
1900.288,26.8
1900.371,25.3
1900.455,20.1
1900.538,13.9
1900.623,7.1
1900.707,13.9
1900.790,21.6
1900.874,7.5
1900.958,0.5
1901.042,0.4
1901.123,4.0
1901.204,7.4
1901.288,0.0
1901.371,17.0
1901.455,9.7
1901.538,1.2
1901.623,1.7
1901.707,0.9
1901.790,6.3
1901.874,6.4
1901.958,0.0
1902.042,9.3
1902.123,0.0
1902.204,20.7
1902.288,0.0
1902.371,4.7
1902.455,2.4
1902.538,1.5
1902.623,3.8
1902.707,12.6
1902.790,27.2
1902.874,17.2
1902.958,1.8
1903.042,13.9
1903.123,28.4
1903.204,22.5
1903.288,43.5
1903.371,24.3
1903.455,27.2
1903.538,46.4
1903.623,48.0
1903.707,18.5
1903.790,64.8
1903.874,74.2
1903.958,76.2
1904.042,52.6
1904.124,40.8
1904.206,61.9
1904.290,71.6
1904.373,65.7
1904.456,69.8
1904.540,84.3
1904.624,97.1
1904.708,50.2
1904.791,90.4
1904.874,63.4
1904.958,91.1
1905.042,91.2
1905.123,143.0
1905.204,94.3
1905.288,65.5
1905.371,79.9
1905.455,81.6
1905.538,121.6
1905.623,98.1
1905.707,91.8
1905.790,131.2
1905.874,178.7
1905.958,92.5
1906.042,75.8
1906.123,52.3
1906.204,107.4
1906.288,92.2
1906.371,96.2
1906.455,105.3
1906.538,172.7
1906.623,79.6
1906.707,93.5
1906.790,29.7
1906.874,64.8
1906.958,108.0
1907.042,127.4
1907.123,180.3
1907.204,101.1
1907.288,87.6
1907.371,71.4
1907.455,67.2
1907.538,82.9
1907.623,90.5
1907.707,141.7
1907.790,109.1
1907.874,102.5
1907.958,78.9
1908.042,65.4
1908.124,56.6
1908.206,47.9
1908.290,96.1
1908.373,68.0
1908.456,80.2
1908.540,65.8
1908.624,150.9
1908.708,144.9
1908.791,53.9
1908.874,75.9
1908.958,65.9
1909.042,94.6
1909.123,77.6
1909.204,110.5
1909.288,53.7
1909.371,60.0
1909.455,37.8
1909.538,59.6
1909.623,38.5
1909.707,64.7
1909.790,97.4
1909.874,93.0
1909.958,90.2
1910.042,44.0
1910.123,52.5
1910.204,35.7
1910.288,14.1
1910.371,36.9
1910.455,20.5
1910.538,23.5
1910.623,19.3
1910.707,43.7
1910.790,63.9
1910.874,8.3
1910.958,9.6
1911.042,5.6
1911.123,15.0
1911.204,13.0
1911.288,27.6
1911.371,15.1
1911.455,3.7
1911.538,5.9
1911.623,6.7
1911.707,6.7
1911.790,4.5
1911.874,7.0
1911.958,3.7
1912.042,0.4
1912.124,0.0
1912.206,8.2
1912.290,7.6
1912.373,7.4
1912.456,6.9
1912.540,4.9
1912.624,0.5
1912.708,15.9
1912.791,7.6
1912.874,1.9
1912.958,10.6
1913.042,3.8
1913.123,4.8
1913.204,0.8
1913.288,1.6
1913.371,0.0
1913.455,0.0
1913.538,2.9
1913.623,0.4
1913.707,2.0
1913.790,5.2
1913.874,1.2
1913.958,6.3
1914.042,4.7
1914.123,4.4
1914.204,5.3
1914.288,28.9
1914.371,8.7
1914.455,19.1
1914.538,9.1
1914.623,12.9
1914.707,21.2
1914.790,13.7
1914.874,27.3
1914.958,37.3
1915.042,38.5
1915.123,70.4
1915.204,64.8
1915.288,68.9
1915.371,55.1
1915.455,114.7
1915.538,119.4
1915.623,116.0
1915.707,82.4
1915.790,89.1
1915.874,70.9
1915.958,57.5
1916.042,75.5
1916.124,92.4
1916.206,111.7
1916.290,119.8
1916.373,124.0
1916.456,112.9
1916.540,89.3
1916.624,58.6
1916.708,75.1
1916.791,84.5
1916.874,109.5
1916.958,88.3
1917.042,124.5
1917.123,119.9
1917.204,158.0
1917.288,124.6
1917.371,190.2
1917.455,191.4
1917.538,199.7
1917.623,257.7
1917.707,215.6
1917.790,120.3
1917.874,160.7
1917.958,215.5
1918.042,160.0
1918.123,108.7
1918.204,120.4
1918.288,134.1
1918.371,127.9
1918.455,99.0
1918.538,179.5
1918.623,169.6
1918.707,133.2
1918.790,141.7
1918.874,139.0
1918.958,98.5
1919.042,80.2
1919.123,132.5
1919.204,110.9
1919.288,86.3
1919.371,146.9
1919.455,185.3
1919.538,107.8
1919.623,115.1
1919.707,91.1
1919.790,88.0
1919.874,69.9
1919.958,58.0
1920.042,85.3
1920.124,89.8
1920.206,116.9
1920.290,24.7
1920.373,55.4
1920.456,64.6
1920.540,45.7
1920.624,31.9
1920.708,60.5
1920.791,82.7
1920.874,45.3
1920.958,49.8
1921.042,52.5
1921.123,47.1
1921.204,44.5
1921.288,54.0
1921.371,37.0
1921.455,56.2
1921.538,69.7
1921.623,38.0
1921.707,29.6
1921.790,30.3
1921.874,29.6
1921.958,33.9
1922.042,19.7
1922.123,43.9
1922.204,91.3
1922.288,18.3
1922.371,13.4
1922.455,9.8
1922.538,18.3
1922.623,10.9
1922.707,7.8
1922.790,10.4
1922.874,12.2
1922.958,29.0
1923.042,7.5
1923.123,2.5
1923.204,5.5
1923.288,10.2
1923.371,5.3
1923.455,15.3
1923.538,5.9
1923.623,0.8
1923.707,22.1
1923.790,19.5
1923.874,16.7
1923.958,4.6
1924.042,0.8
1924.124,8.5
1924.206,3.0
1924.290,18.9
1924.373,34.6
1924.456,40.0
1924.540,46.9
1924.624,32.1
1924.708,41.9
1924.791,42.6
1924.874,37.5
1924.958,27.5
1925.042,9.1
1925.123,38.6
1925.204,30.0
1925.288,53.0
1925.371,71.4
1925.455,79.1
1925.538,64.2
1925.623,63.3
1925.707,100.3
1925.790,115.3
1925.874,97.6
1925.958,164.4
1926.042,119.7
1926.123,116.4
1926.204,104.2
1926.288,64.2
1926.371,107.0
1926.455,122.4
1926.538,87.2
1926.623,102.7
1926.707,101.4
1926.790,119.3
1926.874,100.8
1926.958,132.4
1927.042,136.0
1927.123,155.1
1927.204,116.1
1927.288,155.8
1927.371,131.9
1927.455,98.5
1927.538,91.6
1927.623,89.6
1927.707,114.1
1927.790,105.2
1927.874,112.1
1927.958,75.3
1928.042,139.2
1928.124,122.4
1928.206,142.4
1928.290,134.3
1928.373,128.3
1928.456,152.4
1928.540,163.4
1928.624,139.6
1928.708,149.6
1928.791,102.3
1928.874,83.9
1928.958,98.3
1929.042,114.8
1929.123,104.7
1929.204,83.8
1929.288,87.9
1929.371,97.0
1929.455,119.9
1929.538,117.1
1929.623,109.6
1929.707,57.3
1929.790,90.1
1929.874,135.1
1929.958,179.9
1930.042,108.8
1930.123,83.1
1930.204,58.4
1930.288,63.7
1930.371,61.4
1930.455,48.0
1930.538,36.5
1930.623,41.5
1930.707,53.5
1930.790,57.2
1930.874,59.4
1930.958,43.0
1931.042,24.4
1931.123,71.8
1931.204,50.1
1931.288,52.0
1931.371,40.8
1931.455,25.5
1931.538,29.0
1931.623,21.6
1931.707,31.7
1931.790,16.6
1931.874,31.2
1931.958,29.7
1932.042,20.1
